
﻿"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.1155,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.32487,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.74014,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.5862,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.58484,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.51324,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.65025,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.87717,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.22845,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.50292,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.60016,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.89326,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.80798,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.84197,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.7939,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.5791,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",102.1267,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",102.4847,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",102.6363,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",102.5869,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",102.5761,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",102.8044,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",103.0389,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",103.1938,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",103.2178,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",103.3437,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",103.3761,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",103.2943,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",103.179,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.9708,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.8681,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.8487,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.8521,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.6381,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.2686,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.9167,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.5895,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.1962,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.4717,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.40936,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.58179,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.22073,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.15482,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.3729,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.7663,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.11303,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.61472,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.94317,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.99255,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.95555,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.99078,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.85528,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.55697,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.32832,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.23703,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.21238,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.4602,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.67842,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.94197,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.08,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0998,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2515,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.6034,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.8497,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",101.0108,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.3079,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.638,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.6815,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.3807,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.0181,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7888,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7584,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.8905,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.996,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.965,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8638,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7227,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.395,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.1024,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0347,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.87361,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.71014,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.59877,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.51876,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.56638,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.58997,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.58727,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.60094,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.4381,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.22295,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.07426,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.15869,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.19225,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.24578,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.26649,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.18616,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.10275,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.0775,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.09709,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.42239,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.0431,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5546,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.7509,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.6389,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5254,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.522,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5376,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6053,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6237,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4518,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.2943,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.2671,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3932,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.6699,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8624,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.8331,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.7542,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.5302,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.281,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.0807,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.88286,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.68098,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.70583,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.93988,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.0115,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.76984,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.49662,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.1767,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",98.93324,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",98.90261,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",98.9925,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.03384,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",98.89323,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",98.91695,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",98.97939,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.783,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.56438,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.56256,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.63085,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",98.76456,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",98.74951,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.59462,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.10205,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.66927,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.77036,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.45848,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.14338,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.6831,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.0631,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.1804,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.191,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.5552,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",101.1367,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",101.89,
